project_id,customer_id,project_name,start_date,end_date,delivered_date,project_manager,estimated_cost,actual_cost,status
730,8176,FinanceSuite Implementation 6,9/4/2025,1/17/2026,2/14/2026,92,37966.64,42579.81,Completed
2226,8177,RevenueTracker Implementation 42,6/18/2021,11/6/2021,12/2/2021,58,30100.12,32685.93,In Progress
3388,8177,SalesManager Implementation 46,10/28/2020,12/31/2020,1/11/2021,85,9341.44,7685.4,Planned
1942,8178,RevenueCloudPro Implementation 7,6/7/2020,9/23/2020,10/8/2020,54,53319.92,43994.99,Planned
383,8179,ServiceDesk Implementation 32,10/2/2020,6/4/2021,6/23/2021,45,10474.27,11463.47,Planned
933,8181,AnalyticsManagerPro Implementation 46,6/27/2024,12/9/2024,12/15/2024,31,63343.23,71205.91,Completed
1069,8181,RetailPro Implementation 12,6/23/2023,12/9/2023,12/18/2023,51,16577.2,19432.09,Planned
1620,8181,LeadFlow Implementation 9,2/20/2024,9/24/2024,10/14/2024,3,53005.17,55783.12,Planned
649,8182,TaskSyncPro Implementation 21,10/7/2023,3/17/2024,4/6/2024,70,11422.42,11907.94,Planned
3444,8182,CustomerTrackerPro Implementation 9,3/18/2022,6/18/2022,7/14/2022,95,22586.33,23981.97,In Progress
3280,8183,AnalyticsPro Implementation 44,4/28/2023,12/11/2023,1/7/2024,52,4087.63,4579.51,Planned
2718,8186,TeamPro Implementation 28,5/8/2024,4/6/2025,5/2/2025,97,71852.34,62103.3,In Progress
477,8189,TaskSuite Implementation 37,11/11/2025,3/5/2026,3/28/2026,78,80424.4,83500.76,Completed
3049,8189,RetailSuitePro Implementation 28,12/21/2022,6/29/2023,7/2/2023,20,7290.31,5965.2,Delayed
527,8191,FinanceFlowPro Implementation 12,5/26/2025,11/20/2025,12/5/2025,57,27611.34,26749.8,Delayed
1662,8195,ProfitTracker Implementation 29,10/30/2023,8/26/2024,8/26/2024,26,8415.93,8614.76,Delayed
640,8200,CRM Cloud Implementation 1,11/1/2021,10/22/2022,11/7/2022,15,28238.39,31258.31,In Progress
1750,8204,InvoiceFlowPro Implementation 36,6/21/2025,2/14/2026,3/10/2026,17,42225.49,45821.24,In Progress
2271,8205,TeamMax Implementation 4,7/22/2022,3/8/2023,3/23/2023,69,19746.24,21316.12,In Progress
881,8207,AdManager Implementation 23,4/25/2024,1/25/2025,2/17/2025,51,70110.32,79174.36,Delayed
1435,8208,CustomerConnect Implementation 30,5/26/2025,12/1/2025,12/21/2025,45,15251.85,14808.96,Planned
2669,8209,DocuFlow Implementation 38,8/15/2020,11/2/2020,11/23/2020,42,89795.8,100234.69,Planned
1177,8212,DocuFlow Implementation 25,9/18/2021,12/16/2021,1/7/2022,91,68466.62,57838.32,Completed
1602,8215,AdManager Implementation 33,5/1/2022,2/11/2023,2/26/2023,1,41139.09,33705.42,Delayed
3217,8218,CampaignManager Implementation 36,5/26/2023,1/9/2024,1/18/2024,72,17947.65,16201.12,Completed
1166,8234,CRM CloudPro Implementation 24,9/18/2023,5/27/2024,5/31/2024,47,86141.65,80141.57,Completed
1271,8235,InvoiceMax Implementation 11,6/19/2025,9/24/2025,10/21/2025,84,37877.26,43800.61,Completed
1898,8240,OrderFlow Implementation 22,6/21/2024,7/26/2024,8/8/2024,35,97578.13,116073.82,Delayed
3351,8240,TaskCloud Implementation 5,4/11/2024,9/26/2024,10/3/2024,11,50582.54,46613.4,Completed
998,8243,ProductivityPro Implementation 24,5/13/2025,12/4/2025,12/31/2025,37,97363,93873.94,In Progress
687,8244,FinancePro Implementation 38,5/17/2020,12/22/2020,1/19/2021,67,16291.4,15137.36,Delayed
2430,8247,OrderSuite Implementation 44,1/3/2024,10/12/2024,10/20/2024,41,25215.34,24480.09,In Progress
2608,8250,CustomerFlow Implementation 35,3/27/2021,3/24/2022,3/29/2022,98,21873.94,23588.94,Planned
1356,8255,RetailManager Implementation 31,4/6/2020,10/2/2020,10/8/2020,68,41943.31,40333.93,Planned
263,8262,SalesSyncPro Implementation 28,12/15/2021,5/9/2022,5/20/2022,47,54031.03,55348.95,Completed
1428,8262,RevenueManagerPro Implementation 50,6/25/2020,1/11/2021,1/14/2021,95,90969.23,95142.24,In Progress
270,8264,OrderSuite Implementation 10,11/18/2024,3/21/2025,4/3/2025,12,98674.42,117191.7,Planned
1749,8265,ProjectManagerPro Implementation 21,8/4/2023,2/13/2024,3/14/2024,83,86780.85,84391.2,In Progress
25,8266,OrderManager Implementation 8,4/16/2020,11/27/2020,12/9/2020,3,53982.23,43730.35,Planned
759,8269,RevenueGen Implementation 21,7/17/2024,11/28/2024,12/19/2024,50,58298.8,66818.88,In Progress
1270,8271,SalesTracker Implementation 24,10/18/2020,7/19/2021,8/7/2021,68,98981.24,116429.73,Completed
1655,8274,AnalyticsPro Implementation 32,4/1/2022,12/24/2022,1/8/2023,31,78894.07,94320.21,Completed
60,8277,LeadSyncPro Implementation 33,10/6/2023,10/3/2024,10/16/2024,6,33056.58,34533.39,Completed
3215,8279,ERP Max Implementation 32,1/6/2023,6/18/2023,7/6/2023,73,14768.68,16890.28,Delayed
1598,8282,TeamTrackerPro Implementation 34,7/4/2021,3/17/2022,4/14/2022,58,9278.39,10126.3,Planned
577,8284,MarketingSyncPro Implementation 21,8/14/2025,10/25/2025,11/19/2025,86,4434.93,4165.97,Planned
2047,8292,InventoryFlow Implementation 26,7/20/2020,7/1/2021,7/31/2021,60,84527.71,83620.46,Completed
1633,8293,SupportMaxPro Implementation 46,9/14/2020,3/29/2021,4/7/2021,98,11160.72,11514.57,Planned
108,8299,ProjectHub Implementation 28,8/22/2023,2/16/2024,3/15/2024,75,67795.63,65256.1,Completed
1230,8307,ERP Max Implementation 40,10/25/2020,2/8/2021,2/24/2021,78,12753.75,14913.24,Delayed
1396,8310,SupportMax Implementation 42,12/25/2022,2/13/2023,3/10/2023,52,4288.97,3459.27,In Progress
1708,8315,MarketingCloud Implementation 34,4/14/2025,6/23/2025,7/18/2025,52,87590.93,93116.33,In Progress
3245,8315,RetailPro Implementation 8,8/10/2025,12/16/2025,1/15/2026,77,10298,11054.31,In Progress
1525,8319,TeamManagerPro Implementation 22,2/19/2024,8/9/2024,8/24/2024,44,61476.66,66923.52,Completed
1240,8322,AnalyticsProPlus Implementation 40,7/5/2021,4/23/2022,4/29/2022,26,21708.5,19683.7,In Progress
1679,8323,CustomerManagerPro Implementation 26,11/14/2020,8/16/2021,8/18/2021,52,48662.78,41693.02,Delayed
3433,8326,RevenueFlowPro Implementation 25,3/9/2022,1/9/2023,1/27/2023,47,98719.32,106565.89,Planned
2533,8329,CustomerManagerPro Implementation 5,5/7/2021,11/27/2021,12/26/2021,79,97297.74,111137.79,Delayed
537,8335,ProjectCloudPro Implementation 7,4/27/2023,10/2/2023,10/6/2023,81,34042.71,34308.01,Completed
693,8337,TeamCollab Implementation 32,12/29/2021,10/25/2022,10/29/2022,65,27987.22,32099.19,In Progress
1943,8339,RetailSyncPro Implementation 26,10/27/2025,1/9/2026,2/7/2026,12,49073.26,46229.33,Delayed
638,8340,InvoiceCloudPro Implementation 9,3/27/2025,1/15/2026,2/6/2026,33,73667.86,63472.63,In Progress
2105,8341,HR Suite Implementation 30,11/22/2025,10/31/2026,11/29/2026,93,8917.65,8710.23,Completed
992,8347,RetailManagerPro Implementation 24,4/16/2024,9/23/2024,10/17/2024,19,31417.38,26310.12,Planned
1281,8352,SalesTracker Implementation 19,9/19/2025,11/14/2025,11/25/2025,55,15878.34,15128.54,In Progress
1483,8356,FinanceTracker Implementation 17,1/8/2025,8/30/2025,9/20/2025,71,98256.25,84337.38,Completed
1056,8360,TeamFlow Implementation 25,11/15/2022,5/21/2023,6/1/2023,73,45136.44,46002.24,Planned
1493,8362,SmartSales Implementation 32,3/4/2020,3/4/2021,3/18/2021,50,4352.54,4710.62,Completed
556,8363,MarketingManagerPro Implementation 43,8/24/2021,10/13/2021,10/19/2021,32,79727.04,64173.97,Planned
765,8364,RetailSyncPro Implementation 34,4/27/2021,8/28/2021,9/20/2021,34,67023.06,65197.74,Completed
2531,8365,InventoryFlow Implementation 28,1/5/2021,9/26/2021,10/4/2021,6,3236.82,2798.33,Delayed
3103,8365,MarketingSuitePro Implementation 8,7/3/2025,6/10/2026,7/8/2026,5,18815.37,17306.65,In Progress
954,8367,ClientManager Implementation 47,2/23/2021,10/9/2021,11/1/2021,79,7908.2,6928.95,Completed
2382,8369,FinanceCloudPro Implementation 36,4/29/2023,8/25/2023,9/11/2023,9,25405.16,25527.42,Delayed
742,8371,CustomerManagerPro Implementation 30,6/2/2022,10/22/2022,10/22/2022,2,79596.62,95274.79,Delayed
2284,8371,RetailFlow Implementation 15,4/4/2023,6/5/2023,6/21/2023,1,23919.67,24481.52,Planned
2776,8373,TaskMaster Implementation 37,6/1/2021,11/7/2021,11/14/2021,19,81708.33,71036.73,Completed
1550,8378,OrderSuite Implementation 38,10/1/2025,8/13/2026,9/6/2026,21,87268.44,93962.02,In Progress
2685,8382,DataCloud Implementation 40,12/3/2020,3/26/2021,3/28/2021,22,57278.8,68152.41,In Progress
3332,8389,TaskFlow Implementation 26,3/9/2024,8/10/2024,9/6/2024,22,65052.96,68013.19,Planned
3424,8390,ERP ManagerPro Implementation 27,3/21/2025,3/20/2026,4/9/2026,60,96982.18,105446.51,Planned
266,8392,MarketingSyncPro Implementation 25,7/14/2023,5/17/2024,6/9/2024,48,45748.1,44588.35,Completed
415,8395,InvoiceFlowPro Implementation 50,4/3/2023,11/6/2023,11/14/2023,76,80787.96,82825.82,Planned
1372,8395,RetailSuitePro Implementation 3,7/3/2023,1/24/2024,2/4/2024,65,87452.2,78287.93,In Progress
3032,8396,LeadCloud Implementation 1,12/15/2020,1/16/2021,2/4/2021,67,31789.64,28636.31,In Progress
824,8400,LeadHunter Implementation 6,5/28/2025,2/22/2026,2/24/2026,48,45549.55,46823.2,Planned
1054,8400,RetailSuite Implementation 49,1/25/2024,9/28/2024,10/1/2024,7,72956.17,82976.69,Completed
947,8405,SupportCloud Implementation 33,10/14/2024,3/12/2025,3/30/2025,90,76622.69,69004.25,Delayed
1986,8405,SalesFlowPro Implementation 45,1/27/2022,6/21/2022,6/30/2022,28,37649.07,36249.48,Delayed
1743,8409,SupportCloudPro Implementation 22,12/11/2021,6/27/2022,7/17/2022,34,38993.65,33571.19,Planned
1101,8411,ClientManager Implementation 5,9/15/2025,5/20/2026,6/12/2026,74,65052.34,58923.07,In Progress
64,8412,MarketingFlow Implementation 40,10/18/2025,3/3/2026,3/15/2026,50,98993.79,83556.06,Delayed
1995,8430,InvoiceProPlus Implementation 19,8/15/2025,5/28/2026,6/9/2026,98,64793.95,64398.26,Delayed
3187,8431,SupportPro Implementation 44,12/14/2022,4/19/2023,4/27/2023,49,15572.11,17477.06,In Progress
245,8435,AnalyticsProPlus Implementation 29,6/10/2022,7/31/2022,8/16/2022,59,91050.99,95020.07,Delayed
2270,8436,ExpenseTrack Implementation 33,9/26/2022,9/7/2023,9/24/2023,77,86935.67,93771.55,Completed
3475,8436,SupportDesk Implementation 50,7/23/2020,1/31/2021,2/7/2021,14,43577.86,40495.68,Delayed
545,8439,ERP CloudPro Implementation 12,5/4/2022,4/6/2023,4/24/2023,51,27676.77,26964.64,Planned
1871,8445,MarketingSyncPro Implementation 38,12/17/2020,7/3/2021,7/29/2021,68,39861.57,43217.38,In Progress
3353,8446,MarketingTracker Implementation 9,8/15/2021,7/2/2022,7/11/2022,60,37391.78,32711.72,Delayed
944,8447,ClientManager Implementation 15,12/11/2023,10/24/2024,11/4/2024,88,51178.59,46973.81,Planned
48,8448,SupportManagerPro Implementation 14,11/9/2020,12/20/2020,1/2/2021,92,10303.54,11202.06,Completed
1411,8448,SupportManagerPro Implementation 22,9/28/2023,7/25/2024,8/6/2024,7,84527.2,99330.83,Delayed
2146,8453,CustomerCloudPro Implementation 47,10/28/2025,6/22/2026,6/27/2026,99,91863.13,109276.69,Delayed
1759,8454,TeamManagerPro Implementation 30,5/19/2022,8/13/2022,8/23/2022,26,50814.97,47196.41,Delayed
593,8455,ClientManager Implementation 35,11/26/2021,10/13/2022,10/26/2022,76,76425.87,78186.63,Delayed
1026,8457,TeamManager Implementation 31,3/14/2022,12/14/2022,12/17/2022,31,4092.5,3641.57,Planned
2558,8459,MarketingFlowPro Implementation 35,9/2/2022,7/19/2023,8/13/2023,3,90396.23,102770.63,Planned
130,8460,ServiceDesk Implementation 26,4/14/2024,12/15/2024,1/2/2025,79,25459.89,28951.57,Delayed
3260,8460,ERP TrackerPro Implementation 1,7/15/2025,5/2/2026,5/10/2026,2,42522.06,41684.57,Delayed
2205,8462,ProjectCloudPro Implementation 49,10/23/2021,9/17/2022,10/3/2022,84,68693.93,76981.16,Completed
2073,8467,ProfitCloud Implementation 48,11/17/2022,8/9/2023,8/30/2023,57,53574.82,53114.36,Delayed
2910,8467,TaskManagerPro Implementation 11,1/7/2021,3/6/2021,3/7/2021,88,30009.83,33624.97,Planned
700,8469,FinanceSyncPro Implementation 50,3/8/2021,10/12/2021,10/15/2021,58,92060.73,84737.36,Completed
1033,8475,InventoryMax Implementation 12,3/31/2021,1/9/2022,1/25/2022,100,86535.51,97235.45,Delayed
32,8479,ProjectManager Implementation 43,8/22/2021,3/30/2022,4/26/2022,68,40995.36,41720.64,In Progress
475,8479,CustomerFlow Implementation 35,11/30/2020,1/4/2021,1/15/2021,62,28623.97,32329.4,Planned
1144,8480,CRMPro Implementation 19,5/13/2022,2/27/2023,3/14/2023,88,3645.69,3093.16,Planned
549,8481,SalesForcePlus Implementation 3,6/2/2023,7/11/2023,7/18/2023,36,38872.71,42916.74,Delayed
1485,8482,TeamMax Implementation 11,10/27/2025,9/5/2026,10/5/2026,48,63717.38,76175.84,Completed
2337,8486,CRM ManagerPro Implementation 30,7/13/2022,9/22/2022,10/2/2022,100,49188.07,49738.04,Completed
3396,8487,ExpenseFlowPro Implementation 34,7/8/2025,4/30/2026,5/1/2026,87,46340.51,39741.62,Completed
2241,8494,InvoiceManager Implementation 18,7/8/2021,6/11/2022,6/30/2022,62,84683.83,78515.75,Planned
2173,8495,SalesMax Implementation 26,3/18/2021,2/21/2022,3/9/2022,99,35173.59,35031.51,In Progress
2470,8495,CRM ManagerPro Implementation 25,11/4/2024,4/1/2025,4/12/2025,40,28337.33,33148.58,Delayed
2653,8502,LeadTrackerPro Implementation 13,6/14/2024,3/13/2025,3/22/2025,44,15259.26,13143.24,Completed
2684,8502,CustomerConnect Implementation 21,8/2/2025,6/23/2026,7/18/2026,15,27184.65,26902.47,Delayed
3257,8505,FinanceFlowPro Implementation 27,4/14/2020,7/5/2020,7/30/2020,5,66236.41,68216.69,In Progress
702,8508,SalesTracker Implementation 40,4/17/2025,8/28/2025,9/26/2025,74,97586.69,102579.88,Delayed
2597,8509,HR Manager Implementation 38,7/31/2023,1/14/2024,2/13/2024,47,26373.73,22478.52,Planned
2240,8510,TeamMax Implementation 39,2/15/2023,12/25/2023,12/25/2023,44,4647.33,4575.08,Delayed
2882,8512,AnalyticsFlowPro Implementation 44,4/25/2022,8/23/2022,9/13/2022,82,43462.91,46107.86,Delayed
319,8513,TaskFlowPro Implementation 27,12/29/2021,11/19/2022,12/9/2022,54,25065.89,24831.56,Delayed
1787,8515,OrderManager Implementation 11,11/26/2022,9/9/2023,10/1/2023,60,27833.98,29984.35,Delayed
569,8528,MarketingTracker Implementation 18,10/22/2021,5/3/2022,5/9/2022,45,50035.03,53539.01,Delayed
1820,8530,TeamSyncPro Implementation 31,11/14/2023,1/30/2024,2/15/2024,64,28091.41,23024.95,Planned
2151,8531,DataVision Implementation 48,2/28/2020,1/24/2021,2/5/2021,4,47494.69,53396.67,Planned
195,8532,RetailSuite Implementation 21,1/29/2021,7/2/2021,7/2/2021,11,87321.17,97693.87,Planned
239,8533,TeamSync Implementation 34,5/2/2022,8/24/2022,9/12/2022,58,87012.5,70942.05,Planned
611,8533,CRM Cloud Implementation 33,2/5/2021,6/16/2021,7/7/2021,36,69550.03,63547.63,Completed
2766,8534,SupportFlowPro Implementation 12,7/7/2025,3/4/2026,3/13/2026,61,95757.22,114768.26,In Progress
3177,8537,ServiceDesk Implementation 32,6/16/2020,4/11/2021,4/28/2021,51,32139.85,37351.74,In Progress
1697,8538,TaskFlow Implementation 17,2/12/2024,1/28/2025,2/25/2025,76,35570.47,38667.03,Completed
1771,8539,LeadHunter Implementation 40,5/2/2024,6/25/2024,7/2/2024,76,80478.12,64531.5,Planned
2596,8541,TeamTrackerPro Implementation 22,6/17/2020,11/22/2020,12/13/2020,38,19204.43,18070.57,Completed
2787,8543,ERPPro Implementation 3,11/1/2024,2/1/2025,2/21/2025,23,91436.93,102048.39,Planned
76,8546,BudgetMaster Implementation 5,10/24/2024,9/25/2025,10/7/2025,43,68638.42,60932.99,Delayed
1959,8546,RevenueCloudPro Implementation 20,9/15/2020,7/17/2021,7/26/2021,22,32825.4,27692.01,Planned
515,8548,MarketingTrackerPro Implementation 22,10/29/2022,8/6/2023,8/14/2023,78,8596.41,9394.89,Delayed
2781,8548,SalesForcePlus Implementation 34,11/16/2025,7/14/2026,7/20/2026,49,97184.91,105459.23,Delayed
1684,8552,SupportTrackerPro Implementation 22,12/7/2021,2/11/2022,2/15/2022,35,17795.31,21009.87,Planned
2513,8552,SalesSyncPro Implementation 9,8/21/2025,7/1/2026,7/3/2026,92,80904.1,77797.34,Completed
3494,8552,RetailMax Implementation 45,7/9/2024,6/4/2025,6/7/2025,64,27308.8,22773.28,Completed
1099,8556,ERP FlowPro Implementation 4,3/22/2025,3/6/2026,3/24/2026,52,43430.68,40351.32,In Progress
1731,8557,CRM TrackerPro Implementation 26,6/20/2023,6/19/2024,7/3/2024,6,30832.6,31211.75,Completed
369,8558,SupportCloud Implementation 25,4/26/2024,7/24/2024,7/24/2024,43,90550.69,76798.98,In Progress
716,8559,CustomerFlowPro Implementation 15,3/28/2022,7/2/2022,7/18/2022,67,62366.24,52490.65,Delayed
398,8568,RetailMax Implementation 21,11/8/2024,7/12/2025,8/1/2025,57,9234.35,8917.93,Delayed
1251,8568,MarketingManagerPro Implementation 18,3/24/2025,6/18/2025,7/3/2025,18,75257.17,68267.58,Planned
2357,8568,DataSuite Implementation 27,5/10/2020,11/12/2020,11/19/2020,2,50578.43,42854.24,Completed
2994,8568,ERP FlowPro Implementation 36,3/3/2022,4/19/2022,5/17/2022,36,96828.39,88852.32,Delayed
172,8571,CustomerConnect Implementation 19,6/10/2023,9/29/2023,10/7/2023,43,40592.57,44458.47,Completed
2727,8573,ProjectTrackerPro Implementation 49,10/21/2024,6/4/2025,6/11/2025,78,92814.08,83236.32,Planned
3077,8574,RevenueManager Implementation 25,2/2/2020,4/11/2020,4/13/2020,4,83980.5,98009.82,Planned
510,8578,FinanceFlow Implementation 36,7/28/2022,12/30/2022,1/5/2023,93,93762.72,89914.98,In Progress
2538,8578,OrderManager Implementation 11,9/30/2023,7/2/2024,7/14/2024,29,70470.84,57804.86,Planned
338,8580,RevenueManager Implementation 3,1/25/2025,4/25/2025,5/3/2025,89,46501.24,46721.56,Delayed
1548,8580,FinanceMax Implementation 15,2/26/2022,6/16/2022,6/16/2022,17,51211.26,44909.39,Delayed
1542,8582,RetailProPlus Implementation 9,10/13/2022,3/18/2023,4/9/2023,83,75987.44,70379.13,Delayed
1212,8583,ProjectSyncPro Implementation 46,7/5/2020,2/17/2021,3/19/2021,33,10125.52,11105.54,In Progress
1041,8584,CRM FlowPro Implementation 34,10/18/2025,9/11/2026,10/7/2026,22,5194.68,4717.08,Completed
3044,8597,InvoiceMax Implementation 9,11/23/2020,9/12/2021,10/2/2021,9,91011.6,101837.12,Delayed
2582,8601,RevenueManager Implementation 49,4/24/2020,6/5/2020,6/16/2020,48,54281.46,50538.78,Delayed
1705,8604,AnalyticsCloudPro Implementation 19,9/17/2023,4/18/2024,5/18/2024,8,49899.21,53709.34,Delayed
3289,8607,ClientPortal Implementation 24,1/20/2024,4/12/2024,5/10/2024,3,62654.84,54246.42,Delayed
1007,8608,CustomerHub Implementation 17,4/29/2020,11/7/2020,11/17/2020,25,60903.29,60288.41,In Progress
1721,8608,SalesBoost Implementation 40,7/19/2023,3/14/2024,4/6/2024,97,88102.13,77187.96,In Progress
1419,8611,MarketingTrackerPro Implementation 49,10/27/2024,3/2/2025,3/30/2025,98,80269.4,94971.33,Planned
2772,8612,AnalyticsCloudPro Implementation 28,3/8/2025,6/25/2025,7/11/2025,68,86808.37,81020.87,Delayed
1035,8613,CustomerPro Implementation 45,8/12/2025,3/9/2026,4/4/2026,31,97556.19,102931.23,Planned
2411,8624,ProjectFlow Implementation 13,7/14/2022,11/3/2022,11/18/2022,3,49663.84,55722.3,Completed
3273,8624,SupplierLink Implementation 39,6/27/2020,7/31/2020,8/21/2020,69,37073.34,41073.97,Completed
1739,8626,RevenueCloudPro Implementation 28,2/7/2024,4/18/2024,4/20/2024,15,95397.27,80991.15,Delayed
946,8631,RetailFlowPro Implementation 48,7/4/2025,12/8/2025,12/8/2025,38,98207.82,85328.01,Planned
639,8633,AnalyticsSyncPro Implementation 19,2/20/2025,1/29/2026,2/25/2026,24,23656.34,25595.45,Planned
460,8634,FinanceTracker Implementation 24,8/31/2020,3/6/2021,3/25/2021,69,25323.66,21606.51,Planned
50,8638,InventoryMax Implementation 24,12/3/2022,11/24/2023,12/9/2023,25,98883.47,81411.48,Completed
468,8638,TaskSyncPro Implementation 31,12/8/2025,9/25/2026,10/25/2026,15,30707,24790.61,In Progress
856,8638,ERPCloud Implementation 20,10/16/2023,6/15/2024,6/19/2024,16,98713.19,84763.69,Planned
682,8639,RetailSyncPro Implementation 5,8/26/2020,12/19/2020,1/14/2021,100,94870.5,81699.46,Planned
3381,8639,DataManager Implementation 13,9/30/2024,2/27/2025,3/5/2025,78,93169.1,90968.62,Planned
1385,8640,RevenueManager Implementation 45,11/6/2021,5/30/2022,6/5/2022,17,48896.6,48092.66,Delayed
653,8649,CRMPro Implementation 24,10/8/2025,7/1/2026,7/30/2026,93,9343.69,10426.14,Planned
3380,8649,SupportManagerPro Implementation 43,3/12/2021,4/11/2021,4/20/2021,49,21942.7,18384,Delayed
1647,8652,TaskTracker Implementation 37,2/24/2021,6/7/2021,6/8/2021,27,42518.84,45125.49,In Progress
2515,8657,SupportTrackerPro Implementation 42,12/30/2024,1/29/2025,2/17/2025,5,1355.69,1127.6,Delayed
16,8668,ERP TrackerPro Implementation 32,12/25/2024,10/15/2025,11/6/2025,45,51496.43,60136.3,In Progress
2276,8678,TaskMaster Implementation 1,1/15/2021,10/2/2021,10/16/2021,82,45135.7,46016.12,Delayed
3348,8680,AnalyticsTrackerPro Implementation 29,8/24/2021,3/29/2022,4/24/2022,8,47543.62,53522.42,Delayed
1976,8684,SupplierLink Implementation 29,9/11/2020,3/31/2021,4/3/2021,91,94030.01,76026.57,Planned
562,8685,InvoiceTrackerProPlus Implementation 43,5/12/2021,2/12/2022,2/20/2022,54,41049.84,33346.68,Completed
3398,8686,SupportMaxPro Implementation 46,6/27/2023,12/15/2023,12/31/2023,34,11510.41,12009.62,Planned
1405,8698,CustomerConnect Implementation 6,12/29/2023,3/5/2024,3/10/2024,28,34003.7,37294.04,In Progress
2670,8701,RetailSyncPro Implementation 7,8/16/2025,10/31/2025,11/26/2025,51,13232.41,12951.05,Planned
744,8702,ClientManager Implementation 14,6/22/2024,12/30/2024,1/12/2025,44,34704.87,38531.01,In Progress
1327,8704,SupportDesk Implementation 45,8/19/2022,4/7/2023,5/2/2023,11,18744.97,19269.54,In Progress
1380,8704,RetailCloudPro Implementation 28,4/18/2024,1/2/2025,1/3/2025,32,89639.13,81633.92,In Progress
3371,8706,CRM FlowPro Implementation 18,5/5/2023,11/18/2023,12/6/2023,48,38173.06,45749.34,In Progress
1429,8709,MarketingTracker Implementation 28,1/21/2025,6/23/2025,7/1/2025,1,48455.48,53512.85,Completed
2743,8710,ExpenseTrack Implementation 37,8/2/2023,7/7/2024,7/23/2024,25,87664.53,102993.04,Completed
90,8715,LeadSuite Implementation 12,11/7/2023,10/5/2024,10/5/2024,7,59287.29,49970.73,In Progress
1783,8715,LeadHunter Implementation 14,3/5/2022,2/18/2023,3/1/2023,77,36796.86,38594.16,In Progress
2398,8715,FinanceSuite Implementation 32,10/7/2023,7/15/2024,7/21/2024,65,31869.67,29837.78,In Progress
1718,8716,SalesTrackerPro Implementation 30,11/26/2021,9/10/2022,10/4/2022,79,15835.01,14683.95,Planned
3386,8716,CustomerTrackerPro Implementation 31,10/15/2022,6/17/2023,6/28/2023,77,66012.74,68158.33,Completed
2995,8721,ProjectSyncPro Implementation 44,2/9/2023,3/24/2023,4/3/2023,86,73412.91,75805.68,Planned
1788,8722,ProfitTracker Implementation 44,8/30/2023,3/12/2024,3/18/2024,54,91624.84,107084.74,Delayed
2616,8729,ERP Suite Implementation 37,11/16/2023,3/30/2024,4/12/2024,51,44001.55,41399.45,Planned
2657,8730,FinanceCloud Implementation 42,8/23/2025,3/17/2026,3/19/2026,68,55365.66,51756.09,Planned
1642,8732,SupportSyncPro Implementation 45,3/17/2023,2/27/2024,2/28/2024,3,29541.27,29828.79,Delayed
198,8736,FinancePro Implementation 13,11/20/2020,3/16/2021,3/22/2021,6,94663.39,104786.8,Delayed
2068,8737,CustomerManager Implementation 47,5/13/2020,9/20/2020,10/14/2020,42,94020.34,82855.44,Planned
1179,8740,ProjectCloudPro Implementation 4,2/6/2021,1/31/2022,2/17/2022,35,22057.96,20618.47,In Progress
2744,8741,ProfitTracker Implementation 4,6/28/2023,11/30/2023,12/26/2023,95,23622.27,26601.07,Delayed
3199,8742,SalesManagerPro Implementation 7,3/25/2021,7/23/2021,7/30/2021,46,67212.89,69164.91,Planned
2037,8747,CustomerPro Implementation 27,2/18/2021,10/11/2021,11/7/2021,57,11468.64,10592.34,Completed
1318,8758,SalesSuite Implementation 34,3/31/2025,2/10/2026,2/23/2026,56,43816,42051.79,Completed
3390,8759,DataManager Implementation 38,4/15/2025,11/3/2025,12/3/2025,24,89799.36,104008.69,Planned
209,8761,SupportMaxPro Implementation 26,4/30/2024,7/19/2024,8/4/2024,7,39606.77,34298.68,In Progress
3193,8761,ProjectFlow Implementation 18,10/28/2024,2/13/2025,2/25/2025,87,74412.69,83222.33,Completed
1449,8770,RetailManager Implementation 17,1/22/2023,4/13/2023,4/16/2023,1,41486.13,42912.53,Completed
2406,8770,ProductivityPro Implementation 50,10/22/2022,6/1/2023,6/14/2023,17,12716.81,11424.43,Delayed
2537,8777,RetailMax Implementation 34,9/30/2025,6/5/2026,6/17/2026,14,36230.67,29581,Completed
559,8786,CustomerConnect Implementation 45,7/22/2020,4/30/2021,5/14/2021,64,21098.39,18460.21,In Progress
217,8792,TeamCloudPro Implementation 3,1/18/2023,2/22/2023,3/23/2023,7,56475.31,54260.35,Delayed
2940,8792,CRM Plus Implementation 29,1/19/2022,7/11/2022,7/12/2022,67,71875.89,60573.82,In Progress
2840,8798,MarketingTrackerPro Implementation 16,4/6/2020,11/29/2020,12/22/2020,98,55878.17,45543.08,Delayed
453,8799,MarketingCloudPro Implementation 48,8/2/2023,1/29/2024,2/3/2024,75,82830.57,88472.23,Delayed
434,8803,SmartTeam Implementation 3,1/27/2023,3/16/2023,3/30/2023,77,98022.36,113407.27,Planned
1305,8805,FinanceTrackerPro Implementation 43,6/11/2024,6/11/2025,6/21/2025,39,72676.93,59357.34,In Progress
204,8808,ExpensePro Implementation 49,4/21/2025,8/3/2025,8/28/2025,18,44188.48,36821.31,Delayed
1998,8814,CloudERP Implementation 4,9/24/2023,1/31/2024,2/12/2024,21,52206.37,50760.63,Planned
2761,8814,SupportFlowPro Implementation 15,5/4/2021,11/20/2021,12/11/2021,21,38096.18,45294.6,Completed
